187,340,1,False,126,MSI	GE72MVR 7RG
188,9,1,True,214,Acer	Chromebook 11
189,536,1,False,113,Dell	Inspiron 7567
190,333,1,False,41,Toshiba	Satellite Pro
191,41,1,True,80,HP	EliteBook 820
192,848,2,False,16,Lenovo	Thinkpad T460
193,835,1,False,52,HP	EliteBook 820
194,776,2,False,26,Acer	Chromebook 11
195,649,1,False,60,Dell	XPS 15
196,311,2,False,52,Toshiba	Satellite Pro
197,493,2,True,89,Dell	Latitude 3480
198,782,1,True,22,Razer	Blade Stealth
199,584,2,True,125,HP	ZBook 17
200,736,1,True,99,Acer	Chromebook 11
201,799,2,True,212,Acer	Chromebook 11
202,262,1,True,12,Asus	ZenBook Flip
203,14,1,True,65,Dell	Alienware 17
204,985,2,True,151,Dell	XPS 15
205,710,2,False,205,Acer	Swift 3
206,26,1,True,84,Asus	ZenBook Flip
207,909,1,True,77,Dell	Latitude 3480
208,74,1,True,139,Toshiba	Satellite Pro
209,727,1,True,171,Lenovo	Thinkpad X1
210,606,2,False,107,Acer	Swift 3
211,237,1,True,77,Asus	Pro P2540UA-XS51
212,164,2,False,218,Lenovo	Thinkpad X1
213,236,2,True,165,Asus	Rog GL702VM-GC017T
214,31,1,True,103,Acer	Chromebook 11
215,155,2,False,70,Lenovo	Thinkpad X1
216,650,1,True,110,Lenovo	Thinkpad T460
217,590,1,False,173,Acer	Swift 3
218,835,1,True,178,Acer	Chromebook 11
219,158,2,True,212,Dell	Inspiron 7567
220,493,2,False,20,Toshiba	Satellite Pro
221,348,1,True,84,Asus	Rog GL702VM-GC017T
222,64,2,False,198,HP	ZBook 17
223,343,1,True,101,Razer	Blade Stealth
224,787,1,True,152,Acer	Swift 3
225,792,1,True,18,Asus	Rog GL702VS-BA023T
226,924,2,True,55,Acer	Swift 3
227,84,1,True,216,Asus	ZenBook Flip
228,959,2,False,76,MSI	GL62M 7RD
229,556,1,True,84,Lenovo	N42-20 Chromebook
230,311,1,False,45,Dell	Latitude 3180
231,699,1,True,31,Asus	Rog GL702VM-GC017T
232,334,1,True,108,Lenovo	N42-20 Chromebook
234,367,2,True,77,Dell	Vostro 5568
235,844,2,True,218,HP	Omen 17-an012dx
236,890,2,False,64,Dell	Alienware 15
237,203,1,True,68,Lenovo	Thinkpad T470s
238,964,1,True,160,Asus	Rog GL702VS-BA023T
239,397,1,True,212,HP	15-ba043na (A12-9700P/8GB/2TB/W10)
240,308,1,False,103,Razer	Blade Stealth
241,509,1,True,35,Samsung	Notebook 9
242,169,1,True,200,Razer	Blade Stealth
243,554,1,True,72,Asus	Pro P2540UA-XS51
244,142,1,False,184,Asus	VivoBook Max
245,534,1,False,172,HP	EliteBook 820
246,133,1,True,206,HP	ZBook 17
247,772,2,False,88,Dell	XPS 15
248,914,2,False,81,Toshiba	Satellite Pro
249,56,1,False,150,Asus	VivoBook Max
250,58,1,True,22,HP	Chromebook 11
251,736,1,False,169,Dell	Inspiron 7567
252,34,2,True,14,Toshiba	Satellite Pro
253,535,2,True,26,Dell	Latitude 3480
254,770,1,True,186,Lenovo	Thinkpad X1
255,418,2,False,192,Lenovo	ThinkPad T470s
256,690,2,True,63,Dell	Latitude 3480
257,242,2,True,6,Acer	Swift 3
258,84,2,False,42,Lenovo	ThinkPad X1
259,592,1,True,216,HP	Omen 17-an012dx
260,320,1,False,213,Asus	Rog GL702VS-BA023T
261,263,2,False,26,Dell	Alienware 17
262,777,1,True,164,Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)
263,123,2,True,73,Asus	Pro P2540UA-XS51
264,465,1,False,47,MSI	GL62M 7RD
265,786,1,True,157,HP	15-ba043na (A12-9700P/8GB/2TB/W10)
266,965,2,False,95,HP	Omen 17-an012dx
267,522,1,False,93,Dell	Latitude 3480
268,804,2,False,50,Dell	XPS 15
269,290,2,False,179,Asus	Pro P2540UA-XS51
270,520,2,False,184,Razer	Blade Pro
271,967,1,False,122,Acer	Swift 3
272,52,2,True,18,Toshiba	Satellite Pro
274,18,2,False,111,Dell	Alienware 15
275,671,1,False,102,Dell	XPS 15
276,979,2,True,170,Toshiba	Satellite Pro
277,450,2,True,198,HP	Omen 17-an012dx
278,5,1,False,25,Lenovo	ThinkPad X1
279,895,2,False,194,Lenovo	ThinkPad X1
280,812,2,True,198,Toshiba	Tecra X40-D-10Z
281,518,2,False,30,Toshiba	Tecra X40-D-10Z
282,591,1,False,7,Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
283,556,1,True,180,HP	ZBook 17
284,17,1,True,71,HP	15-ba043na (A12-9700P/8GB/2TB/W10)
286,8,2,False,145,Asus	Rog GL702VM-GC017T
287,803,1,False,148,Toshiba	Tecra X40-D-10Z
288,32,2,True,22,Dell	Vostro 3568
289,157,1,True,44,Dell	Latitude 3480
290,519,1,False,125,HP	EliteBook 820
291,747,2,True,193,Lenovo	ThinkPad T470s
292,124,2,False,186,Toshiba	Satellite Pro
293,436,2,True,113,Samsung	Notebook 9
294,567,2,False,10,Asus	VivoBook Max
295,110,2,True,62,Lenovo	Thinkpad T470s
296,425,2,True,99,Lenovo	IdeaPad 310-15IKB
297,642,1,True,49,Lenovo	N42-20 Chromebook
298,898,1,False,110,Asus	VivoBook Max
299,259,2,False,9,Lenovo	Thinkpad X1
300,330,2,False,215,Dell	Alienware 17
301,650,2,True,89,Dell	Alienware 15
302,320,2,True,118,Asus	ZenBook Flip
303,111,2,False,67,Asus	Pro P2540UA-XS51
304,189,2,True,31,Asus	Rog GL702VM-GC017T
305,728,1,True,63,HP	15-ba043na (A12-9700P/8GB/2TB/W10)
306,876,1,True,137,Toshiba	Satellite Pro
307,479,1,False,153,Toshiba	Satellite Pro
308,849,1,False,40,Asus	Rog GL702VM-GC017T
309,782,2,False,16,Toshiba	Satellite Pro
310,569,1,False,75,Lenovo	Thinkpad T470s
311,384,1,True,199,Samsung	Notebook 9
312,808,1,False,200,Lenovo	Thinkpad T460
313,630,1,True,181,Toshiba	Satellite Pro
314,500,1,False,87,HP	EliteBook 820
315,323,1,False,64,Lenovo	Thinkpad X1
316,7,2,True,219,Dell	Inspiron 7567
317,779,1,True,115,Dell	XPS 15
318,413,2,True,164,Asus	Rog GL702VS-BA023T
319,429,1,False,57,Dell	Latitude 3480
320,181,2,False,74,Samsung	Notebook 9
321,214,1,True,90,Lenovo	Thinkpad T470s
322,235,2,False,13,Lenovo	Thinkpad X1
323,112,1,False,127,Lenovo	ThinkPad T470s
324,785,2,True,40,Samsung	Notebook 9
325,248,1,True,206,Dell	Latitude 3480
326,76,2,False,51,Dell	Latitude 3180
327,729,2,True,216,Dell	Vostro 5568
328,271,2,True,163,Dell	Alienware 17
329,198,1,False,140,Razer	Blade Stealth
330,440,2,True,132,Dell	Inspiron 7567
332,330,1,True,7,Samsung	Notebook 9
333,261,1,True,215,Lenovo	ThinkPad T470s
334,879,1,True,169,Lenovo	IdeaPad 310-15IKB
335,520,1,False,173,Dell	Alienware 17
336,711,2,True,30,Asus	VivoBook Max
337,726,2,True,213,Lenovo	Thinkpad X1
338,741,2,False,142,Asus	Rog GL702VM-GC017T
339,397,1,True,215,Dell	Latitude 3180
340,317,1,True,208,Dell	Alienware 17
341,58,1,True,141,Dell	Latitude 3480
342,200,2,False,85,Lenovo	Thinkpad T470s
343,687,1,False,133,Dell	Latitude 3180
344,765,2,True,151,Razer	Blade Stealth
345,562,2,True,21,Razer	Blade Pro
346,155,2,True,41,MSI	GL62M 7RD
347,407,1,False,47,Asus	Pro P2540UA-XS51
348,248,2,False,102,Dell	XPS 13
349,821,1,True,85,MSI	GE72MVR 7RG
350,975,2,True,210,Dell	XPS 13
351,545,2,True,165,Toshiba	Satellite Pro
353,914,1,True,13,Acer	Swift 3
354,237,2,True,205,Dell	Latitude 3480
355,91,1,True,138,Lenovo	Thinkpad X1
356,850,1,True,14,Lenovo	ThinkPad X1
357,472,1,True,146,Acer	Chromebook 11
358,26,1,False,89,HP	ZBook 17
359,492,2,True,156,Toshiba	Satellite Pro
360,655,1,True,83,Toshiba	Satellite Pro
361,365,1,False,189,Dell	Latitude 3180
362,202,1,False,159,Asus	ZenBook Flip
363,634,1,False,105,Lenovo	IdeaPad 310-15IKB
364,881,1,False,92,Asus	Rog GL702VS-BA023T
365,360,2,True,182,Razer	Blade Pro
366,599,1,True,119,HP	Omen 17-an012dx
367,364,1,True,180,Acer	Swift 3
368,324,2,False,75,Dell	Alienware 15
369,678,2,False,21,Dell	Alienware 17
370,380,2,False,140,Razer	Blade Stealth
371,447,2,True,214,Dell	XPS 15
372,670,2,False,207,Lenovo	ThinkPad T470s
373,740,2,False,190,HP	Chromebook 11
374,198,1,True,210,MSI	GL62M 7RD
375,402,1,True,71,Dell	Latitude 3480
376,109,2,True,103,Toshiba	Satellite Pro
377,153,1,True,100,Dell	Alienware 15
378,119,1,False,65,Toshiba	Satellite Pro
379,157,1,False,67,Lenovo	N42-20 Chromebook
380,889,1,False,31,Toshiba	Satellite Pro
381,122,1,True,160,Dell	Latitude 3480
382,398,2,False,166,Dell	Vostro 5568
383,264,1,False,15,Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
384,443,1,False,206,HP	Chromebook 11
385,17,2,False,174,Dell	Vostro 5568
386,221,2,True,20,HP	ZBook 17
388,641,1,False,49,Asus	Pro P2540UA-XS51
389,115,1,True,65,Asus	Pro P2540UA-XS51
390,714,2,False,36,Lenovo	ThinkPad X1
391,68,2,False,100,Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)
392,315,1,True,59,HP	ZBook 17
393,285,1,True,173,Dell	Alienware 15
394,443,2,False,132,Lenovo	IdeaPad 310-15IKB
395,298,2,True,166,Lenovo	Thinkpad X1
397,141,1,True,168,Lenovo	Thinkpad T460
398,750,1,True,68,Dell	Latitude 3180
399,801,1,False,89,Dell	Alienware 17
400,762,1,False,136,Dell	XPS 13
401,507,1,True,100,Toshiba	Satellite Pro
402,583,1,False,129,Asus	VivoBook Max
403,133,2,True,28,Acer	Chromebook 11
404,553,2,True,71,Lenovo	ThinkPad X1
405,657,2,True,98,Toshiba	Tecra X40-D-10Z
406,354,2,False,214,Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
407,412,1,False,84,Lenovo	N42-20 Chromebook
408,1,1,True,89,Dell	Inspiron 7567
409,853,2,True,166,HP	Omen 17-an012dx
410,975,2,False,49,HP	Chromebook 11
411,225,1,True,110,Lenovo	Thinkpad T470s
413,450,1,False,66,Dell	Vostro 5568
414,82,2,False,102,Asus	ZenBook Flip
415,293,1,True,38,Lenovo	Thinkpad T460
416,758,2,True,199,Dell	Vostro 5568
417,637,1,True,120,Samsung	Notebook 9
418,878,2,True,11,Asus	ZenBook Flip
419,910,2,True,67,Razer	Blade Pro
420,141,1,True,209,Dell	Alienware 17
421,436,2,True,20,Lenovo	ThinkPad T470s
422,499,1,True,20,MSI	GE72MVR 7RG
423,483,1,False,92,Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)
424,56,2,True,110,Samsung	Notebook 9
426,893,2,False,110,Lenovo	ThinkPad T470s
427,955,2,True,80,Lenovo	IdeaPad 310-15IKB
428,40,2,False,63,Asus	Rog GL702VM-GC017T
429,456,2,False,47,Lenovo	Thinkpad X1
430,203,2,False,58,Dell	Vostro 3568
431,993,1,False,47,Asus	Rog GL702VS-BA023T
432,400,1,False,117,Samsung	Notebook 9
433,285,2,True,213,Dell	XPS 13
434,746,2,False,116,HP	ZBook 17
435,436,1,True,20,MSI	GL62M 7RD
436,445,2,True,20,HP	Omen 17-an012dx
437,990,2,False,25,Dell	Latitude 3480
438,426,1,False,141,Dell	Latitude 3480
439,836,1,True,121,Dell	Vostro 5568
440,825,2,True,97,Dell	Vostro 5568
441,643,1,True,109,HP	Omen 17-an012dx
442,964,1,False,23,Asus	VivoBook Max
443,61,2,True,78,Toshiba	Satellite Pro
444,383,2,True,44,Dell	Vostro 5568
445,858,1,False,33,Asus	ZenBook Flip
446,649,2,False,9,MSI	GE72MVR 7RG
447,343,2,False,94,Lenovo	Thinkpad X1
448,758,2,False,129,Asus	VivoBook Max
449,865,1,False,209,Toshiba	Satellite Pro
450,745,2,True,45,Dell	XPS 15
451,197,2,False,154,Toshiba	Satellite Pro
452,923,2,False,55,Lenovo	Thinkpad T460
453,604,2,True,94,Dell	Vostro 5568
454,186,1,True,62,Dell	Latitude 3480
455,96,2,False,72,Asus	VivoBook Max
456,181,2,False,20,Asus	Rog GL702VS-BA023T
457,2,1,False,51,Samsung	Notebook 9
458,54,2,True,61,Acer	Swift 3
459,670,1,False,155,Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
460,438,2,False,200,Lenovo	ThinkPad T470s
461,86,2,True,188,Lenovo	Thinkpad T470s
462,741,2,True,115,Acer	Chromebook 11
463,698,2,False,173,Dell	XPS 13
464,665,1,False,161,Dell	Alienware 15
465,450,2,True,157,Asus	Rog GL702VS-BA023T
466,706,1,False,189,Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)
467,548,1,False,13,Lenovo	Thinkpad T460
468,479,2,False,106,Asus	Pro P2540UA-XS51
469,86,2,False,7,MSI	GL62M 7RD
470,945,2,True,59,Lenovo	IdeaPad 310-15IKB
471,191,2,False,85,Lenovo	Thinkpad T470s
472,504,2,True,20,Dell	Latitude 3480
473,868,1,False,96,Toshiba	Satellite Pro
474,274,2,False,108,Dell	Latitude 3480
475,265,2,False,138,Samsung	Notebook 9
476,873,1,False,172,HP	Chromebook 11
477,15,1,True,107,Lenovo	ThinkPad X1
478,389,1,True,220,Samsung	Notebook 9
479,798,2,False,217,HP	15-ba043na (A12-9700P/8GB/2TB/W10)
480,929,2,False,145,Asus	Rog GL702VS-BA023T
481,425,1,False,203,HP	ZBook 17
482,727,1,True,22,Toshiba	Tecra X40-D-10Z
483,87,1,True,212,Dell	Alienware 15
484,962,2,True,82,Lenovo	Thinkpad X1
485,705,2,True,66,HP	EliteBook 820
486,979,2,True,61,Dell	Vostro 3568
487,971,1,False,62,Dell	Vostro 5568
489,69,1,True,14,Lenovo	Thinkpad X1
490,596,1,False,13,HP	EliteBook 820
491,154,1,True,174,Razer	Blade Stealth
492,214,1,True,73,Lenovo	IdeaPad 310-15IKB
493,41,1,True,216,MSI	GL62M 7RD
494,240,1,True,217,Dell	Latitude 3480
495,212,1,False,143,Dell	Latitude 3480
496,211,2,False,39,Lenovo	ThinkPad T470s
497,914,2,False,173,HP	Omen 17-an012dx
498,904,2,False,99,Lenovo	IdeaPad 310-15IKB
499,697,2,False,90,MSI	GE72MVR 7RG
500,423,2,True,147,Lenovo	Thinkpad T460
501,831,2,True,164,MSI	GE72MVR 7RG
502,615,2,False,139,Samsung	Notebook 9
503,697,2,False,68,Acer	Chromebook 11
504,254,2,False,34,Razer	Blade Pro
505,585,2,False,160,Asus	ZenBook Flip
506,763,1,True,197,Lenovo	N42-20 Chromebook
507,9,1,True,111,Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)
508,947,2,False,97,Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)
509,694,1,True,158,Dell	Inspiron 7567
510,352,2,True,33,Asus	Pro P2540UA-XS51
511,211,2,True,45,Toshiba	Satellite Pro
512,245,2,False,124,HP	EliteBook 820
513,340,2,False,52,Razer	Blade Pro
515,785,1,False,55,Dell	Alienware 17
516,644,2,True,136,Asus	Rog GL702VM-GC017T
517,823,2,False,179,Lenovo	ThinkPad T470s
518,709,1,False,114,Samsung	Notebook 9
519,305,1,True,219,Toshiba	Satellite Pro
520,174,2,True,208,Dell	Vostro 5568
521,345,1,False,99,Asus	Rog GL702VM-GC017T
522,478,2,True,24,Toshiba	Tecra X40-D-10Z
523,441,2,True,220,Acer	Chromebook 11
524,76,1,False,205,Toshiba	Satellite Pro
525,383,2,True,87,Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)
526,803,1,False,63,Toshiba	Satellite Pro
527,421,2,False,17,MSI	GL62M 7RD
528,591,2,False,114,Dell	Inspiron 7567
529,310,1,True,140,Lenovo	IdeaPad 310-15IKB
530,947,2,True,192,Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
531,308,1,True,51,Lenovo	ThinkPad X1
532,972,2,False,178,Lenovo	IdeaPad 310-15IKB
533,488,1,True,40,Lenovo	ThinkPad X1
534,687,2,False,174,HP	Chromebook 11
535,864,2,False,143,Dell	Vostro 5568
536,970,1,False,156,Dell	Latitude 3480
537,898,1,True,32,Dell	XPS 13
538,443,1,False,72,Lenovo	ThinkPad X1
539,579,1,True,37,Dell	Latitude 3180
540,356,1,False,30,Razer	Blade Pro
541,585,2,True,18,Razer	Blade Stealth
542,279,2,True,60,Asus	Rog GL702VM-GC017T
543,455,1,False,29,Acer	Swift 3
544,198,1,True,220,Dell	Latitude 3480
545,784,1,True,172,Razer	Blade Stealth
546,807,1,True,192,Dell	XPS 13
547,378,1,True,96,Dell	Latitude 3480
548,933,2,False,126,MSI	GE72MVR 7RG
551,479,1,True,132,HP	Omen 17-an012dx
552,19,1,True,88,Toshiba	Satellite Pro
553,86,1,True,108,Lenovo	Thinkpad X1
554,301,2,False,176,Asus	Rog GL702VS-BA023T
555,837,2,True,156,Asus	Rog GL702VS-BA023T
556,506,2,False,37,HP	Omen 17-an012dx
557,532,2,True,151,Asus	Rog GL702VM-GC017T
558,343,1,True,80,HP	15-ba043na (A12-9700P/8GB/2TB/W10)
559,995,1,False,95,Asus	Rog GL702VS-BA023T
560,789,2,True,102,Lenovo	ThinkPad X1
561,752,2,False,195,MSI	GE72MVR 7RG
562,713,2,False,116,Asus	Rog GL702VM-GC017T
563,208,2,False,212,Lenovo	Thinkpad X1
564,392,1,False,25,Toshiba	Satellite Pro
565,963,2,True,186,MSI	GE72MVR 7RG
566,39,2,True,193,Lenovo	ThinkPad T470s
567,68,1,False,46,Lenovo	Thinkpad X1
568,261,2,True,167,Lenovo	N42-20 Chromebook
569,199,2,True,6,Dell	Inspiron 7567
570,155,1,False,19,Acer	Chromebook 11
571,603,2,True,142,Acer	Chromebook 11
572,260,1,True,124,Dell	Vostro 3568
573,201,2,True,72,Toshiba	Satellite Pro
574,316,2,True,60,Dell	Latitude 3180
575,355,2,False,200,HP	Omen 17-an012dx
576,867,1,False,24,HP	EliteBook 820
577,279,1,True,181,Dell	Latitude 3480
578,196,2,True,160,HP	EliteBook 820
579,524,2,True,130,Dell	Inspiron 7567
580,573,1,False,219,Toshiba	Satellite Pro
581,378,2,False,123,Acer	Swift 3
582,130,1,False,70,Asus	VivoBook Max
583,154,1,True,63,MSI	GL62M 7RD
584,57,1,False,170,Dell	Vostro 5568
585,751,1,False,82,Asus	Pro P2540UA-XS51
586,537,2,True,103,Lenovo	Thinkpad X1
587,600,2,True,11,Dell	Latitude 3180
588,164,2,False,120,Lenovo	IdeaPad 310-15IKB
589,906,1,True,91,Lenovo	Thinkpad X1
590,63,1,True,128,Lenovo	Thinkpad X1
591,946,1,True,93,MSI	GE72MVR 7RG
592,340,2,False,188,Dell	Vostro 5568
593,580,1,False,91,Dell	Inspiron 7567
594,250,2,False,104,HP	Chromebook 11
595,377,2,True,137,Acer	Swift 3
596,727,2,False,123,Lenovo	Thinkpad X1
597,795,1,True,191,Dell	Latitude 3180
598,429,1,False,82,Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
599,758,1,False,86,Dell	XPS 13
600,256,2,False,78,HP	EliteBook 820
601,675,1,True,158,Lenovo	ThinkPad X1
602,573,1,False,109,Lenovo	Thinkpad X1
603,951,1,False,187,HP	Chromebook 11
604,608,1,True,154,Lenovo	Thinkpad X1
605,799,2,True,55,Dell	XPS 13
606,167,1,False,145,HP	ZBook 17
607,975,2,False,51,Asus	ZenBook Flip
608,197,1,True,109,Dell	Alienware 15
609,414,2,False,52,HP	Omen 17-an012dx
610,578,1,False,37,Samsung	Notebook 9
611,697,2,True,39,Asus	Rog GL702VS-BA023T
612,771,2,True,22,Asus	Rog GL702VM-GC017T
613,389,1,False,193,Toshiba	Satellite Pro
614,488,1,False,24,Lenovo	IdeaPad 310-15IKB
615,636,2,True,214,Dell	Vostro 5568
616,503,2,False,158,Dell	Inspiron 7567
617,62,2,True,20,HP	ZBook 17
618,266,2,True,195,Lenovo	Thinkpad X1
619,771,2,True,166,Razer	Blade Pro
620,88,2,True,56,Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)
621,537,2,False,89,HP	Omen 17-an012dx
622,490,1,False,173,Dell	Latitude 3480
623,703,1,False,121,HP	EliteBook 820
624,269,2,True,160,Dell	Latitude 3480
625,321,1,False,138,Razer	Blade Pro
626,614,2,False,28,Lenovo	Thinkpad X1
627,993,2,True,24,HP	Omen 17-an012dx
628,717,2,False,8,Toshiba	Tecra X40-D-10Z
629,542,1,True,55,Lenovo	Thinkpad X1
630,252,1,False,141,Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
631,792,2,False,147,Dell	XPS 15
632,857,1,True,181,Dell	Latitude 3480
633,127,1,False,216,Asus	Rog GL702VS-BA023T
634,548,1,True,46,Lenovo	Thinkpad X1
635,838,1,False,43,HP	Omen 17-an012dx
636,600,1,True,200,Dell	XPS 15
637,976,1,True,65,Lenovo	Thinkpad X1
638,69,1,True,208,Razer	Blade Pro
639,720,1,False,112,Dell	XPS 13
640,263,1,True,106,Dell	XPS 13
641,25,1,True,101,Lenovo	ThinkPad X1
642,213,1,True,151,HP	Omen 17-an012dx
643,729,1,True,30,HP	15-ba043na (A12-9700P/8GB/2TB/W10)
644,532,2,True,69,Dell	Alienware 15
645,453,1,True,88,Acer	Chromebook 11
646,65,2,True,143,HP	EliteBook 820
647,78,2,True,32,Asus	Rog GL702VS-BA023T
648,548,1,False,65,HP	Omen 17-an012dx
649,646,2,False,66,MSI	GL62M 7RD
650,434,1,False,201,Lenovo	ThinkPad T470s
651,371,1,True,218,Lenovo	ThinkPad T470s
652,648,1,True,80,Lenovo	Thinkpad T460
653,284,2,True,111,Toshiba	Tecra X40-D-10Z
654,8,1,False,119,HP	15-ba043na (A12-9700P/8GB/2TB/W10)
655,80,1,False,84,Lenovo	ThinkPad X1
656,920,2,True,173,Lenovo	N42-20 Chromebook
657,699,2,True,40,Dell	Vostro 5568
658,164,2,False,111,Lenovo	ThinkPad X1
660,659,2,False,20,Toshiba	Satellite Pro
661,812,2,True,94,Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
662,465,1,False,206,Lenovo	ThinkPad X1
663,509,2,False,188,Dell	Latitude 3180
664,615,1,False,67,Dell	Vostro 3568
665,646,1,False,6,HP	Chromebook 11
666,955,1,True,189,Dell	Inspiron 7567
667,41,1,False,80,Dell	Vostro 3568
668,951,2,False,200,Razer	Blade Pro
669,768,2,False,86,Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)
670,741,1,True,67,Dell	XPS 13
671,423,2,True,168,MSI	GE72MVR 7RG
672,14,2,False,183,HP	Omen 17-an012dx
673,186,2,True,38,Lenovo	IdeaPad 310-15IKB
674,175,1,False,12,Lenovo	ThinkPad T470s
675,412,1,True,116,Asus	Rog GL702VS-BA023T
676,850,2,True,206,Dell	XPS 15
677,536,2,False,150,HP	Omen 17-an012dx
678,966,2,False,30,Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
679,31,1,False,51,Dell	XPS 13
680,685,2,True,117,HP	Omen 17-an012dx
681,676,2,False,205,Dell	Latitude 3480
682,225,2,False,143,MSI	GL62M 7RD
683,542,2,False,33,Dell	XPS 13
